"pkgname";"pkgver";"arch";"pkgrel";"location";"dep";"sizeC";"sizeU";"Desc"
"avahi";"0.6.27";"i486";"1dj";"/salix/xap";"atk,cairo,cxxlibs|gcc-g++,dbus,expat,fontconfig,freetype,gcc,gdbm,gdk-pixbuf2,glib2,gtk+2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libdaemon,libpng,libxcb,pango,pixman,qt,zlib";"333 K";"1332 K";" avahi (service discovery aka zeroconf)  Avahi is an Implementation the DNS Service Discovery and Multicast  DNS specifications for Zeroconf Computing. It uses D-BUS for  communication between user applications and a system daemon. The  daemon is used to coordinate application efforts in caching replies, necessary to minimize the traffic imposed on networks. You must have an avahi user and group to run avahi. Something like this should suffice for most systems:  # groupadd -g 214 avahi # useradd -u 214 -g 214 -c 'Avahi' -d /dev/null -s /bin/false avahi"
"avidemux";"2.5.4";"i486";"1gv";"/salix/xap";"alsa-lib,atk,audiofile,cairo,cxxlibs|gcc-g++,esound,expat,faac,faad2,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,lame,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libXv,libogg,libpng,libvorbis,libvpx,libxcb,libxml2,opencore-amr,pango,pixman,sdl,svgalib,x264,xvidcore,zlib";"4107 K";"16428 K";" avidemux (a small and efficient video editor)  Avidemux is a free video editor designed for simple cutting, filtering and encoding tasks. It supports many file types, including AVI, DVD compatible MPEG files, MP4 and ASF, using a variety of codecs. Tasks can be automated using projects, job queue and powerful scripting capabilities.    "
"b43-fwcutter";"013";"i486";"6pw";"/salix/n";"";"11 K";"44 K";" b43-fwcutter (Broadcom BCM43xx firmware extracter)  The Broadcom wireless chip needs software, called "firmware", that runs on the wireless chip itself during operation. This firmware is copyrighted by Broadcom and must be extracted from Broadcom's proprietary drivers. You can extract the firmware from the Broadcom driver by using b43-fwcutter.  Note: Read '/usr/doc/b43-fwcutter-013/README.Slackware' for help. "
"backintime";"1.0.8";"i486";"1cp";"/salix/xap";"gnome-python,libgnome,notify-python,pycairo,pygobject,pygtk,python,rsync";"145 K";"580 K";" backintime (simple backup tool for Linux)  Back In Time is a simple backup tool for Linux based on rsync. The backup is done by taking snapshots of a specified set of folders. This is the front-end for GNOME/GTK. You could find how to add a custom action in Thunar in   /usr/doc/backintime-1.0.8/ All you have to do is configure:   * Where to save snapshot   * What directories to backup   * When backup should be done"
"bangarang";"2.0.1";"i486";"2dj";"/salix/kde";"acl,attr,bzip2,cxxlibs|gcc-g++,expat,fontconfig,freetype,gamin,gcc,glib2,kdelibs,libICE,libSM,libX11,libXau,libXcursor,libXdmcp,libXext,libXfixes,libXft,libXi,libXpm,libXrender,libXtst,libdbusmenu-qt,libpng,libxcb,libxml2,phonon,qt,soprano,strigi,taglib,util-linux,xz,zlib";"665 K";"2660 K";" bangarang (multimedia player)  Bangarang makes it easy to enjoy your, Music, Movies, TV shows, Audio and video feeds, Audio streams, Audio and Video clips, CDs and DVDs Bangarang is designed for your KDE powered desktop. Fully integrated with KDE’s Nepomuk semantic desktop, Bangarang has access to indexed media information and automatically shares its own media information, rating, tags and usage statistics with other KDE powered applications. "
"barry";"0.17.1";"i486";"1pw";"/salix/xap";"atk,boost,cairo,cairomm,cxxlibs|gcc-g++,dbus-python,expat,fontconfig,freetype,fuse,gcc,gdk-pixbuf2,glib2,glibmm,gtk+2,gtkmm,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libglade,libglademm,libopensync,libpng,libsigc++,libusb,libxcb,libxml++,libxml2,linuxdoc-tools|python,pango,pangomm,pixman,python,sqlite,zlib";"904 K";"3616 K";" barry (Blackberry device software)  Barry is an Open Source application that will provide synchronization, backup, restore and program management for BlackBerry™ devices.       "
"bashburn";"3.0.1";"noarch";"1gv";"/salix/ap";"bash,cdrdao,cdrtools,dvd+rw-tools,eject";"101 K";"404 K";" BashBurn (burn CD/DVD discs using the console)  BashBurn (Previously Magma) is a bash script designed to make CD/DVD burning in the console easier. It supports burning of normal data CDs and audio CDs, blanking of CD-RWs, multisession, data DVDs, and more.      "
"bastet";"0.43";"i486";"3gv";"/salix/games";"boost,cxxlibs|gcc-g++,gcc,ncurses";"75 K";"300 K";" bastet (bastard tetris - sends in the worst block possible)  Have you ever thought Tetris(R) was evil because it wouldn't send you that straight I brick you needed in order to clear four rows at the same time? Well Tetris(R) probably isn't evil, but Bastet certainly is. >:-) Bastet stands for bastard tetris, and is a simple ncurses based Tetris(R) clone for Linux. Unlike normal Tetris(R), however, Bastet does not choose your next brick at random. Instead, Bastet uses a special algorithm designed to choose the worst brick possible. As you can imagine, playing Bastet can be a very frustrating experience!"
"beaver";"0.4.1";"i486";"1vc";"/salix/xap";"atk,cairo,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,glib2,gtk+2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,pango,pixman,zlib";"119 K";"476 K";" Beaver (GTK+2 editor)  Beaver starts up fast and doesn't use a lot of memory. Beaver's only dependency is GTK+2, so no need to install other libraries eating your disk space. These things make Beaver very suitable for old computers and use in small Linux distributions. http://beaver-editor.sourceforge.net/   "
"bluefish";"2.0.2";"i486";"1lm";"/salix/xap";"atk,cairo,cxxlibs|gcc-g++,enchant,expat,fontconfig,freetype,gcc,glib2,gtk+2,gucharmap,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,libxml2,pango,pixman,zlib";"2139 K";"8556 K";" bluefish (GTK-based HTML Editor)  Bluefish is a powerful editor for experienced web designers and programmers. Bluefish supports many programming and markup languages, but it focuses on editing dynamic and interactive websites.     "
"boot-info-script";"0.60";"noarch";"1ab";"/salix/ap";"bash,e2fsprogs,gawk,grep,gzip";"30 K";"120 K";" boot-info-script (script for troubleshooting booting problems)  boot_info_script is a bash script which searches all hard drives attached to the computer for information related to booting and displays it in a convenient format. Its primary use is for troubleshooting booting problems.     "
"bootchart";"0.9";"noarch";"1rl";"/salix/xap";"jre|jdk";"104 K";"416 K";" bootchart - Tool for logging and visualizing bootup performance  bootchart is a tool for performance analysis and visualization of the GNU/Linux boot process.  Resource utilization and process information are collected during the boot process and logged to: /var/log/bootchart.tgz After logging your bootup, you may wish to click 'Process Bootchart Log File' in the System menu, at which point a png will be created and deposited in your home directory. To log your boot process, press TAB at the LILO screen and type: Linux init=/sbin/bootchartd "
"brasero";"2.32.1";"i486";"1gv";"/salix/gnome";"acl,atk,attr,cairo,dbus,dbus-glib,expat,fontconfig,freetype,gcc,cxxlibs|gcc-g++,gdk-pixbuf2,glib2,gst-plugins-base,gstreamer,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libcanberra,libogg,libpng,libtool,libunique,libvorbis,libxcb,libxml2,pango,pixman,util-linux,zlib,gvfs";"1553 K";"6212 K";" brasero (a CD/DVD burning application)  Brasero is a application to burn CD/DVD for the Gnome Desktop. It is designed to be as simple as possible and has some unique features to enable users to create their discs easily and quickly.      "
"bti";"029";"i486";"1fg";"/salix/ap";"curl,cyrus-sasl,libidn,liboauth,libxml2,openldap-client,openssl-solibs|openssl,pcre,zlib";"26 K";"104 K";" bti (twitter/identi.ca console client)  bti is a bash twitter/identi.ca ididocy. It allows you to pipe your bash input to twitter or identi.ca in an easy and fast manner to annoy the whole world.      "
"btpd";"0.16";"i486";"1rl";"/salix/ap";"openssl";"61 K";"244 K";" btpd (BitTorrent Protocol Daemon)  Btpd is a utility for sharing files over the BitTorrent network protocol. It runs in daemon mode, thus needing no controlling terminal or gui. Instead, the daemon is controlled by the btcli command line utility, or other programs capable of sending commands and queries on the btpd control socket. The goal is to provide a healthy alternative to the still prevailing ftp/http servers for file distribution sites and a good BitTorrent client for the casual user. See the README file in /usr/doc/btpd-016/ "
"bzr";"2.2.2";"i486";"1tm";"/salix/d";"python";"4021 K";"16084 K";" bzr (A distributed version control system)  Bazaar is designed to support GNU/Linux, UNIX, Windows and the Mac OS. In summary, Bazaar gives you fast, distributed revision control that 'Just Works', supporting renames of files and directories smoothly. Bazaar is designed to maximise the level of community participation in your project.    "
"cairomm";"1.9.8";"i486";"1pw";"/salix/l";"cairo,expat,fontconfig,freetype,gcc,cxxlibs|gcc-g++,libX11,libXau,libXdmcp,libXrender,libpng,libsigc++,libxcb,pixman,zlib";"102 K";"408 K";" cairomm (C++ Wrapper for the cairo graphics library)  Cairomm offers all the power of cairo with an interface familiar to C++ developers, including use of the Standard Template Library where it makes sense. Cairomm wraps all relevant parts of the cairo API and is API/ABI stable. It is used by gtkmm since version 2.10.x     "
"canto";"0.7.10";"i486";"1fg";"/salix/ap";"chardet,feedparser,ncurses,python";"153 K";"612 K";" canto (An RSS/Atom newsreader that sucks less)  Canto is an Atom/RSS feed reader for the console that is meant to be quick, concise, and colorful. It's meant to allow you to crank through feeds like you've never cranked before by providing a minimal, yet information packed interface. No navigating menus. No dense blocks of unreadable white text. An interface with almost infinite customization and extensibility using the excellent Python programming language.  "
"catfish";"0.3.2";"i486";"2gv";"/salix/xap";"pygobject,pygtk,pycairo";"58 K";"232 K";" catfish (GTK2 frontend for file search engines)  Catfish acts as a frontend for different file search engines. The interface is intentionally lightweight and takes configuration options from the command line. find, (s)locate, tracker and beagle are supported as backends.     "
"ccrypt";"1.9";"i486";"3fg";"/salix/ap";"";"59 K";"236 K";" ccrypt (Secure encryption and decryption of files and streams)  ccrypt is a utility for encrypting and decrypting files and streams. It was designed as a replacement for the standard unix crypt utility, which is notorious for using a very weak encryption algorithm. ccrypt is based on the Rijndael cipher, which is the U.S. government's chosen candidate for the Advanced Encryption Standard (AES, see http://www.nist.gov/aes). This cipher is believed to provide very strong security.  "
"cd-discid";"1.2";"i486";"1ab";"/salix/ap";"";"11 K";"44 K";" cd-discid (an utility to get CDDB discid information)  cd-discid is an utility to get CDDB discid information from a CD-ROM disc.       "
"cdw";"0.6.0";"i486";"1gv";"/salix/ap";"libcdio,ncurses";"179 K";"716 K";" cdw - burn CDs and DVDs from the linux terminal  cdw is a front-end for command-line tools: cdrecord/wodim, mkisofs/genisoimage, growisofs, dvd+rw-mediainfo, dvd+rw-format. It utilizes ncurses library to build user-friendly interface and it can be used in UNIX terminal window or in terminal emulator (like konsole, rxvt or gnome-terminal) in X environment.    "
"celt";"0.7.1";"i486";"1dj";"/salix/l";"libogg";"48 K";"192 K";" celt (low delay audio codec)  CELT is a very low delay audio codec designed for high-quality communications. Traditional full-bandwidth  codecs such as Vorbis and AAC can offer high quality but they require codec delays of hundreds of milliseconds, which makes them unsuitable  for real-time interactive applications like teleconferencing. Speech targeted codecs, such as Speex or G.722, have lower 20-40ms delays but their speech focus and limited sampling rates restricts their quality, especially for music. "
"chardet";"1.0.1";"i486";"2dj";"/salix/l";"python";"168 K";"672 K";" chardet (Python Modules)  Character encoding auto-detection in Python.        "
"chntpw";"100627";"i486";"1pw";"/salix/ap";"openssl-solibs|openssl";"58 K";"232 K";" chntpw (Offline NT Password and Registry Editor)  This little program will enable you to view some information and change user passwords in a Windows NT SAM userdatabase file. You do not need to know the old passwords. However, you need to get at the file some way or another yourself. In addition it contains a simple registry editor with full write support, and hex-editor which enables you to fiddle around with bits and bytes in the file as you wish yourself. "
"chromium-bsu";"0.9.15";"i486";"1gv";"/salix/games";"cxxlibs|gcc-g++,expat,fontconfig,freetype,ftgl,gcc,libX11,libXau,libXdamage,libXdmcp,libXext,libXfixes,libXrandr,libXrender,libXxf86vm,libdrm,libglpng,libjpeg,libpng,libtiff,libxcb,mesa,sdl,svgalib,zlib";"1245 K";"4980 K";" Chromium (a fast paced, arcade-style, top-scrolling space shooter)  You are the captain of the cargo ship Chromium B.S.U., responsible for delivering supplies to our troops on the front line. Your ship has a small fleet of robotic fighters which you control from the relative safety of the Chromium vessel.     "
"chttpd";"1.3";"i486";"1gv";"/salix/n";"";"19 K";"76 K";" chttpd (a very small and portable webserver)  chttpd is a tiny and efficient stand alone web server written entirely in C. It is an an improvement off of dhttpd.       "
"ckbcomp";"1.73";"noarch";"1ab";"/salix/ap";"perl";"44 K";"176 K";" ckbcomp (compile a XKB keyboard description to a console font)  The ckbcomp keymap compiler converts a description of an XKB keymap into a console keymap that can be read directly by loadkeys.       "
"claws-mail";"3.7.8";"i486";"2tm";"/salix/xap";"atk,cairo,curl,cxxlibs|gcc-g++,cyrus-sasl,db44,dbus,dbus-glib,enchant,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gnutls,gpgme,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libetpan,libgcrypt,libgpg-error,libidn,libpng,libxcb,openldap-client,openssl-solibs|openssl,pango,pixman,startup-notification,util-linux,xcb-util,zlib";"2123 K";"8492 K";" Claws Mail (A GTK+ based, lightweight, and fast e-mail client).  Sylpheed-Claws - it bites! A GTK+ based, lightweight, and fast e-mail client and newsreader. Supports POP3, APOP, IMAP, SMTP,AUTH, NNTP, LDAP. Features multiple accounts, spell-checking, address book SSL, GPG/PGP, filtering, scoring, i18n, & more.     "
"claws-mail-extra-plugins";"3.7.8";"i486";"1tm";"/salix/xap";"GConf,ORBit2,acl,atk,attr,bzip2,cairo,curl,cxxlibs|gcc-g++,cyrus-sasl,dbus,dbus-glib,enchant,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gnutls,gst-plugins-base,gstreamer,gtk+2,icu,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libXt,libarchive,libcanberra,libgcrypt,libgnome-keyring,libgpg-error,libidn,libjpeg,libnotify,libogg,libpng,libproxy,libsoup,libtool,libvorbis,libxcb,libxml2,libxslt,openldap-client,openssl-solibs|openssl,pango,pixman,python,sqlite,util-linux,webkit,xz,zlib";"1023 K";"4092 K";" claws-mail-extra-plugins - (collection of extra claws-mail plugins)  The extra plugins contain: AcpiNotifier, AttRemover, AttachWarner, CacheSaver, Fetchinfo, Mayflower, Viewer, mailMBOX, NewMail, Notification, PDF Viewer, Perl, RSSyl, S/MIME SynCE vCalendar.      "
"clementine";"0.7.1";"i486";"2dj";"/salix/xap";"cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glew,glib2,gstreamer,libICE,libSM,libX11,libXau,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXmu,libXrender,libXt,libXxf86vm,libdrm,libgpod,liblastfm,libmtp,libplist,libpng,libusb,libxcb,libxml2,mesa,qt,sqlite,taglib,util-linux,zlib";"3326 K";"13304 K";" clementine (music player)  Clementine is a multiplatform music player. It is inspired by Amarok 1.4, focusing on a fast and easy-to-use interface for searching and playing your music.      "
"clutter";"1.6.8";"i486";"1gv";"/salix/gnome";"atk,cairo,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,json-glib,libX11,libXau,libXcomposite,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXrender,libXxf86vm,libdrm,libpng,libxcb,mesa,pango,pixman,zlib";"1203 K";"4812 K";" clutter (Open GL based interactive canvas library)  Clutter is a GObject based library for creating fast, visually rich, graphical user interfaces.       "
"clutter-gtk";"0.10.8";"i486";"1gv";"/salix/gnome";"atk,cairo,clutter,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,json-glib,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libXxf86vm,libdrm,libpng,libxcb,mesa,pango,pixman,zlib";"37 K";"148 K";" clutter-gtk (Open GL based interactive canvas library GTK+ widget )  Clutter is an Open GL based interactive canvas library, designed for creating fast, mainly 2D single window applications such as media box UIs, presentations, kiosk style applications and so on.      "
"cmus";"2.3.3";"i486";"1gv";"/salix/ap";"alsa-lib,cxxlibs|gcc-g++,faad2,flac,gcc,libao,libmad,libmp4v2,libogg,libvorbis,ncurses";"145 K";"580 K";" cmus (C* Music Player is an ncurses based music player)  C* Music Player is a small and fast text mode music player for Linux and many other UNIX like operating systems.       "
"codeblocks";"10.05";"i486";"1vc";"/salix/xap";"atk,bzip2,cairo,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libXxf86vm,libjpeg,libpng,libtiff,libxcb,pango,pixman,sdl,svgalib,util-linux,wxGTK,zlib";"7884 K";"31536 K";" Codeblocks (Cross platform free C++ IDE)  Code::Blocks is a free C++ IDE  built to meet the most demanding needs of its users. It is designed to be very extensible and fully configurable. Finally, an IDE with all the features you need, having a consistent look, feel and operation across platforms. Built around a plugin framework, Code::Blocks can be extended with plugins. Any kind of functionality can be added by installing/coding a plugin. For instance, compiling and debugging functionality is already provided by plugins! http://www.codeblocks.org/"
"comix";"4.0.4";"i486";"1gv";"/salix/xap";"pil,python,pygtk,pycairo,pygobject,gtk+2";"218 K";"872 K";" comix (comic book viewer)  Comix is a user-friendly, customizable image viewer. It is specifically designed to handle comic books, but also serves as a generic viewer. It reads images in ZIP, RAR or tar archives (also gzip or bzip2 compressed) as well as plain image files. It is written in Python and uses GTK+ through the PyGTK bindings.    "
"configobj";"4.7.2";"i486";"1gv";"/salix/l";"python";"96 K";"384 K";" configobj (a simple but powerful config file reader and writer)  ConfigObj is a powerful and flexible configuration file parser suitable for any configuration needs. Its main feature is that it is very easy to use, with a straightforward programmer's interface and a simple syntax for config files. It has lots of other features though.     "
"confuse";"2.7";"i486";"1vc";"/salix/l";"";"27 K";"108 K";" Confuse (configuration file parser library)  Confuse is a configuration file parser library, It supports sections and (lists of) values (strings, integers, floats, booleans or other sections), as well as some other features (such as single/double-quoted strings, environment variable expansion, functions and nested include statements). http://www.nongnu.org/confuse/   "
"conky";"1.8.1";"i486";"1ab";"/salix/xap";"alsa-lib,curl,cyrus-sasl,expat,fontconfig,freetype,glib2,imlib2,libX11,libXau,libXdamage,libXdmcp,libXext,libXfixes,libXft,libXrender,libidn,libxcb,libxml2,ncurses,openldap-client,openssl-solibs|openssl,zlib";"240 K";"960 K";" conky (a free, light-weight system monitor for X)  Conky is free software and runs in X on Linux and BSD. Originally a fork of Torsmo, Conky's torsmo-based code is BSD licensed. New code in Conky has been licensed under the GPL 3.0. Since its inception, Conky has changed significantly from its predecessor, while maintaining simplicity and configurability. Conky can display just about anything, either on your root desktop or in its own window. Not only does Conky have many built-in objects, it can also display just about any piece of information by using scripts and other external programs."
